stnId,stnNm,tm,avgTa,minTa,minTaHrmt,maxTa,maxTaHrmt,mi10MaxRn,mi10MaxRnHrmt,hr1MaxRn,hr1MaxRnHrmt,sumRnDur,sumRn,maxInsWs,maxInsWsWd,maxInsWsHrmt,maxWs,maxWsWd,maxWsHrmt,avgWs,hr24SumRws,maxWd,avgTd,minRhm,minRhmHrmt,avgRhm,avgPv,avgPa,maxPs,maxPsHrmt,minPs,minPsHrmt,avgPs,ssDur,sumSsHr,hr1MaxIcsrHrmt,hr1MaxIcsr,sumGsr,ddMefs,ddMefsHrmt,ddMes,ddMesHrmt,sumDpthFhsc,avgTca,avgLmac,avgTs,minTg,avgCm5Te,avgCm10Te,avgCm20Te,avgCm30Te,avgM05Te,avgM10Te,avgM15Te,avgM30Te,avgM50Te,sumLrgEv,sumSmlEv,n99Rn,iscs,sumFogDur
211,인제,2023-01-01,-0.9,-6.5,2359,5.4,1406,,,,,,,10.5,250,1233,4.3,180,0153,1.8,1549,180,-11.9,16,1506,49.3,2.7,1003.9,1032.2,2349,1027.0,1422,1029.6,9.6,7.2,,,,,,,,,0.3,0.0,-0.8,-10.6,,,,,,,,,,,,,,
211,인제,2023-01-02,-6.9,-12.5,0732,0.6,1437,,,,,,,7.0,180,1523,3.8,180,1518,1.0,822,180,-14.6,27,1410,57.9,2.0,1005.7,1034.3,0845,1028.6,1541,1031.9,9.6,7.2,,,,,,,,,1.4,0.0,-3.2,-15.1,,,,,,,,,,,,,,
211,인제,2023-01-03,-7.9,-14.2,0753,0.8,1504,,,,,,,7.8,180,1537,3.9,200,1600,0.9,783,180,-15.1,25,1441,60.9,1.9,1004.4,1033.6,0849,1026.9,1504,1030.7,9.6,7.2,,,,,,,,,0.0,0.0,-4.3,-17.8,,,,,,,,,,,,,,
211,인제,2023-01-04,-7.6,-14.4,0743,2.4,1532,,,,,,,6.5,230,1433,3.5,200,1437,0.8,681,180,-14.9,22,1507,61.3,1.9,1005.3,1033.6,0844,1028.7,1449,1031.6,9.6,7.2,,,,,,,,,0.0,0.0,-4.5,-17.2,,,,,,,,,,,,,,
211,인제,2023-01-05,-6.0,-13.2,0754,3.8,1517,,,,,,,6.2,140,1259,3.1,200,1429,0.7,616,200,-13.2,25,1436,62.4,2.2,1005.5,1034.4,0754,1028.4,1504,1031.7,9.6,7.2,,,,,,,,,5.0,0.0,-4.3,-15.7,,,,,,,,,,,,,,
211,인제,2023-01-06,-3.8,-11.3,0603,4.4,1532,,,,,,,4.6,160,1440,2.5,160,1439,0.6,549,180,-8.8,42,1410,70.3,3.2,998.2,1031.6,0225,1016.0,2358,1023.9,9.6,6.8,,,,,,,,,6.1,1.3,-3.3,-14.1,,,,,,,,,,,,,,
211,인제,2023-01-07,-1.2,-6.8,2359,2.3,1437,,,,,,4.6,6.1,180,1309,3.1,180,1317,0.6,524,230,-2.8,68,1837,89.4,5.0,994.1,1025.0,2251,1015.1,0400,1019.5,9.7,0.0,,,,,,,,,5.4,5.3,-0.3,-8.4,,,,,,,,,,,,,,
211,인제,2023-01-08,-2.6,-8.0,0121,3.2,1516,,,,,,,6.5,180,1326,3.5,180,1502,0.8,679,180,-5.3,49,1339,82.9,4.1,1000.3,1028.1,0915,1024.0,1441,1025.9,9.7,6.2,,,,,,,,,3.9,3.5,-0.8,-8.5,,,,,,,,,,,,,,
211,인제,2023-01-09,0.7,-5.7,2343,7.9,1421,,,,,,,6.9,160,1510,3.5,200,1338,0.8,708,200,-4.0,37,1225,73.4,4.6,999.5,1030.0,2341,1020.8,1347,1024.8,9.7,6.9,,,,,,,,,1.4,1.4,-0.1,-7.8,,,,,,,,,,,,,,
211,인제,2023-01-10,-2.9,-9.3,0807,8.1,1531,,,,,,,4.7,180,1506,2.5,180,1458,0.5,398,180,-7.3,34,1451,75.5,3.6,1004.3,1033.5,0856,1026.6,1538,1030.1,9.7,7.2,,,,,,,,,1.5,0.0,-2.1,-11.8,,,,,,,,,,,,,,
